EGA python client version 3.0.21

Authentication success for user 'mail@gregor-sturm.de'
File ID         Status Bytes        Check sum                            File name
EGAF00001853578      1 313586693    313c5fe43b05e1e5ba4b4cbf7a435506     EGAR00001641663/NSCLC/P0616A/PD10_ZZM_TTH143-0616A.2.clean.fq.gz.cip
EGAF00001860616      1 204496306    011437d856e06f3cd97614932006e3e3     EGAR00001645555/NSCLC/P1010/PD10_ZZM_TTH128-1010.2.clean.fq.gz.cip
EGAF00001868772      1 102767063    9e90865965419906f6d112b667e3d7de     EGAR00001647563/NSCLC/P1120/PD10_ZZM_TTH102-20171120.2.clean.fq.gz.cip
EGAF00001861598      1 148875725    183dbb44fad8127a5b42735d7c7e51e6     EGAR00001642956/NSCLC/P0913/PD10_ZZM_PTC96-0913.2.clean.fq.gz.cip
EGAF00001891645      1 125008926    7181508e54802bd42b16e42bbda61aa7     EGAR00001668618/NSCLC/P0617/Sample_PD10_ZZM_PTC128-0617.2.clean.fq.gz.cip
EGAF00001852122      1 64480344     4d998618745efdde7a43ca7843ecd7e6     EGAR00001639510/NSCLC/P0617/Sample_PD10_ZZM_NTH-44-0617.2.clean.fq.gz.cip
EGAF00001858745      1 106326742    e1fe5c65394c81d769471cef5268e899     EGAR00001641245/NSCLC/P1202/Sample_PD10_ZZM_NTC79-1202.1.clean.fq.gz.cip
EGAF00001898405      1 197481733    e437a86b8efc6cec48045830a365ba78     EGAR00001669244/NSCLC/P0616A/PD10_ZZM_PTC14-0616A.2.clean.fq.gz.cip
EGAF00001897532      1 120517188    a1caf5066aad91b06914bd1dd8055a43     EGAR00001668253/NSCLC/P1202/Sample_PD10_ZZM_TTY73-1202.1.clean.fq.gz.cip
EGAF00001856749      1 98081382     1736812a07952766f3478e7f6f0100d7     EGAR00001646232/NSCLC/P0619/PD10_ZZM_NTR32-0619_S673_L002_R1_001.fastq.gz.cip
EGAF00001854338      1 72378137     46d7231ee5911112011008df2811de8c     EGAR00001647638/NSCLC/P1120/PD10_ZZM_TTH171-20171120.2.clean.fq.gz.cip
EGAF00001850818      1 273779250    5044426dc626a5e4a48fd42e4aad6b66     EGAR00001649229/NSCLC/P1208/PD10_ZZM_T-CD4-138-20171208.2.clean.fq.gz.cip
EGAF00001850941      1 78565367     309ac9c1bd548b2e8095dbb6622e9c10     EGAR00001639979/NSCLC/P0729/Sample_PD10_ZZM_TTC39-0729.1.clean.fq.gz.cip
EGAF00001857457      1 284050091    2f79818f5eda8110bb635daa852b8b5d     EGAR00001641471/NSCLC/P0616A/PD10_ZZM_TTC162-0616A.1.clean.fq.gz.cip
EGAF00001865839      1 165402932    b40e08963749b7cdb381608ba4ad9c65     EGAR00001645137/NSCLC/P1010/PD10_ZZM_PTY2-1010.1.clean.fq.gz.cip
EGAF00001852170      1 129279700    6483cfaea73160327f3c0c6f86a30555     EGAR00001639984/NSCLC/P0729/Sample_PD10_ZZM_TTC43-0729.2.clean.fq.gz.cip
EGAF00001899128      1 93919847     2238414c9853e6a868febbf158e9c5a8     EGAR00001668767/NSCLC/P0617/Sample_PD10_ZZM_PTH128-0617.1.clean.fq.gz.cip
EGAF00001855896      1 70983723     bc5f57e6b8d442304970757ae41c51d6     EGAR00001639549/NSCLC/P0617/Sample_PD10_ZZM_NTS-18-0617.2.clean.fq.gz.cip
EGAF00001901468      1 254515538    718c1d94a51b39471ff3596f2f4280db     EGAR00001669310/NSCLC/P0616A/PD10_ZZM_PTC75-0616A.1.clean.fq.gz.cip
EGAF00001866201      1 81988845     7aabc2fc5c7bab61a8adfc769e622a74     EGAR00001648018/NSCLC/P1120/PD10_ZZM_TTY46-20171120.1.clean.fq.gz.cip
EGAF00001865186      1 87664576     320603efb8d3684eb245db3858ecdab1     EGAR00001639904/NSCLC/P0729/Sample_PD10_ZZM_PTC75-0729.2.clean.fq.gz.cip
EGAF00001854509      1 113315770    5e7b77c8f4147715bf5816c56d6d9aa3     EGAR00001649051/NSCLC/P1219/PD10_ZZM_NTY8-20171219.1.clean.fq.gz.cip
EGAF00001856084      1 145817529    35e085a345598ea7404aa49e36bf9aeb     EGAR00001640979/NSCLC/P1118/Sample_PD10_ZZM_TTC143-1118.2.clean.fq.gz.cip
EGAF00001851906      1 94670638     6ec100a40013463a9765e30f8f1fa4d9     EGAR00001648080/NSCLC/P0706/PD10_ZZM_TTC104-20170706.2.clean.fq.gz.cip
EGAF00001863286      1 180099947    6ac9db7630d75b36685b6317a7c91ab5     EGAR00001645825/NSCLC/P1011/PD10_ZZM_TTR25-1011.2.clean.fq.gz.cip
EGAF00001868181      1 121558039    c85e492e66699aa8ae2141edadc439ed     EGAR00001642798/NSCLC/P0913/PD10_ZZM_TTR42-0913.1.clean.fq.gz.cip
EGAF00001850303      1 113022831    25c2b49df4b977bcd7eaf17b1da7d2a1     EGAR00001645194/NSCLC/P1010/PD10_ZZM_PTY49-1010.1.clean.fq.gz.cip
EGAF00001855716      1 80197750     027a95db96d0714b014b950777884746     EGAR00001648605/NSCLC/P0706/PD10_ZZM_TTR25-20170706.2.clean.fq.gz.cip
EGAF00001866380      1 87614939     00f6d2bab93e794edf0eebb190037296     EGAR00001649408/NSCLC/P1219/PD10_ZZM_NTH8-20171219.2.clean.fq.gz.cip
EGAF00001864890      1 54161375     2c11dc33eb486ac39889c771e1a7ada4     EGAR00001648230/NSCLC/P0706/PD10_ZZM_PTH21-20170706.2.clean.fq.gz.cip
EGAF00001855691      1 68028576     e0145be313d01c5529dd857679ac84cd     EGAR00001648369/NSCLC/P0706/PD10_ZZM_PTY69-20170706.1.clean.fq.gz.cip
EGAF00001865019      1 182159231    ed5e6ba1dac7001d220718dc6be27216     EGAR00001649163/NSCLC/P1208/PD10_ZZM_PTY12-20171208.1.clean.fq.gz.cip
EGAF00001854172      1 66412175     88aa67d35a4178ec3cfa9ac7ac40394e     EGAR00001646205/NSCLC/P0619/PD10_ZZM_NTH92-0619_S623_L002_R2_001.fastq.gz.cip
EGAF00001859047      1 156884393    0a9a4631310762f272adf40420e4266c     EGAR00001643646/NSCLC/P0913/PD10_ZZM_PTH11-0913.1.clean.fq.gz.cip
EGAF00001856793      1 85257056     9a21d58503a9e0de0debdd3233861522     EGAR00001646704/NSCLC/P0619/PD10_ZZM_TTH1-0619_S341_L002_R1_001.fastq.gz.cip
EGAF00001848595      1 252731943    5a9ac75b192f95db88bb8cb3f79ad252     EGAR00001641851/NSCLC/P0616A/PD10_ZZM_TTR76-0616A.1.clean.fq.gz.cip
EGAF00001862644      1 155315389    867f51f6e9c41054b8be11271c257fbf     EGAR00001640823/NSCLC/P1118/Sample_PD10_ZZM_NTC27-1118.2.clean.fq.gz.cip
EGAF00001854562      1 131954868    75482f06ca424ec71573911fb53e34c0     EGAR00001649497/NSCLC/P1219/PD10_ZZM_PTH35-20171219.2.clean.fq.gz.cip
EGAF00001898293      1 163054118    92006caa91e862fc8610b9e4bd8dc91f     EGAR00001668273/NSCLC/P1202/Sample_PD10_ZZM_NTY40-1202.2.clean.fq.gz.cip
EGAF00001864054      1 225812763    ac7c65826ad16fbe4de78ab25da91f98     EGAR00001641544/NSCLC/P0616P/PD10_ZZM_TTC35-0616P.2.clean.fq.gz.cip
EGAF00001895357      1 73713583     c80ad426ac505cacb45d04424965b2a1     EGAR00001668209/NSCLC/P1202/Sample_PD10_ZZM_TTY31-1202.2.clean.fq.gz.cip
EGAF00001850648      1 126976958    4ead0f89f458fa06383237d0f4865bc5     EGAR00001648066/NSCLC/P1120/PD10_ZZM_TTY90-20171120.2.clean.fq.gz.cip
EGAF00001852478      1 114026242    ce6afd8cd22654e66a204ae1147c7b63     EGAR00001642378/NSCLC/P1118/Sample_PD10_ZZM_TTC285-1118.2.clean.fq.gz.cip
EGAF00001853261      1 172027996    c4063de447ab0628b873e6904ee94938     EGAR00001649036/NSCLC/P1219/PD10_ZZM_NTY34-20171219.1.clean.fq.gz.cip
EGAF00001860179      1 238311421    3d3d63f9a8a1388ceeaf75a5c1e825fb     EGAR00001642217/NSCLC/P0616P/PD10_ZZM_TTH36-0616P.1.clean.fq.gz.cip
EGAF00001867901      1 95112640     a05f8a3f3d591167f1c2c0fde6e01617     EGAR00001640647/NSCLC/P1118/Sample_PD10_ZZM_PTH42-1118.1.clean.fq.gz.cip
EGAF00001856772      1 105945804    3a721d21111730ea42c23cd8c7c1af98     EGAR00001646468/NSCLC/P0619/PD10_ZZM_PTH75-0619_S180_L001_R2_001.fastq.gz.cip
EGAF00001851484      1 177572541    5090d8dd164bef3b01a3b8d3d10b52bb     EGAR00001644721/NSCLC/P1010/PD10_ZZM_PTC18-1010.2.clean.fq.gz.cip
EGAF00001861628      1 136520457    7694f50e1f913b496a700657cd7dc7c1     EGAR00001643196/NSCLC/P0913/PD10_ZZM_TTC177-0913.2.clean.fq.gz.cip
EGAF00001850931      1 125560142    e860c685539612fb582a06596554968a     EGAR00001639974/NSCLC/P0729/Sample_PD10_ZZM_TTC34-0729.1.clean.fq.gz.cip
EGAF00001868116      1 97253042     c4b487bef7a3142d3be67c98de324008     EGAR00001642315/NSCLC/P1118/Sample_PD10_ZZM_TTC223-1118.2.clean.fq.gz.cip
EGAF00001858142      1 102039594    3c8c0a2c8788d23091dac6641555d7ca     EGAR00001646958/NSCLC/P1120/PD10_ZZM_NTC3-20171120.2.clean.fq.gz.cip
EGAF00001858836      1 274686256    a61d4300732b79679844e918d1f7611b     EGAR00001641965/NSCLC/P0616P/PD10_ZZM_PTC31-0616P.2.clean.fq.gz.cip
EGAF00001863726      1 110271443    f44d6b2ee18bf542d792f7f3313e3e06     EGAR00001649371/NSCLC/P1219/PD10_ZZM_NTC57-20171219.2.clean.fq.gz.cip
EGAF00001898237      1 66882466     f22e3c7d5c1687bb6ea4d6d10d8e04ed     EGAR00001667795/NSCLC/P1202/Sample_PD10_ZZM_TTR59-1202.2.clean.fq.gz.cip
EGAF00001856518      1 105254479    c2c3b2233862e361f1c7d201512feb86     EGAR00001644541/NSCLC/P1010/PD10_ZZM_NTC79-1010.2.clean.fq.gz.cip
EGAF00001850339      1 128600649    d7aa5b3a8696c9d055e65e80c41e6f94     EGAR00001645437/NSCLC/P1011/PD10_ZZM_TTC34-1011.1.clean.fq.gz.cip
EGAF00001852016      1 88587383     41f1563e25a33b99004b35ca1d7090b6     EGAR00001648810/NSCLC/P1208/PD10_ZZM_PTC50-20171208.2.clean.fq.gz.cip
EGAF00001859846      1 70914303     66641cd344449075ac9049bdce40364c     EGAR00001639364/NSCLC/P0617/Sample_PD10_ZZM_NTH-71-0617.2.clean.fq.gz.cip
EGAF00001868016      1 332128904    eb82b116cfb0a102a450df6b3e683bc5     EGAR00001641590/NSCLC/P0616A/PD10_ZZM_TTC72-0616A.2.clean.fq.gz.cip
EGAF00001861542      1 110933036    3f47462854786c6366868a6080e5aaef     EGAR00001642478/NSCLC/P1202/Sample_PD10_ZZM_TTH131-1202.2.clean.fq.gz.cip
EGAF00001897669      1 251543452    90bd135ab710bd0c4ec9c3c906c9598e     EGAR00001669236/NSCLC/P0616A/PD10_ZZM_NTR36-0616A.2.clean.fq.gz.cip
EGAF00001852446      1 284080606    fa7a5d3fcd3f98887f770f9808bd9b48     EGAR00001642137/NSCLC/P0616P/PD10_ZZM_TTC134-0616P.2.clean.fq.gz.cip
EGAF00001864980      1 191537614    63e9df07b053d101d020fbbd156da6f5     EGAR00001648923/NSCLC/P1208/PD10_ZZM_TTC100-20171208.2.clean.fq.gz.cip
EGAF00001862183      1 66545141     02686d939859b4bebb0e82ba6718cbb9     EGAR00001647494/NSCLC/P1120/PD10_ZZM_TTC37-20171120.1.clean.fq.gz.cip
EGAF00001854387      1 67107945     a9ff155fbfbe03d124614c6b9743e528     EGAR00001648111/NSCLC/P0706/PD10_ZZM_TTC135-20170706.1.clean.fq.gz.cip
EGAF00001861601      1 289234203    edb2de9c8d2f91b6eab0425cc7ba6978     EGAR00001642958/NSCLC/P0616A/PD10_ZZM_PTC98-0616A.1.clean.fq.gz.cip
EGAF00001863447      1 82651850     9c29d4d0361eb4374fb4b5c7b310ad8f     EGAR00001647256/NSCLC/P1120/PD10_ZZM_PTR84-20171120.1.clean.fq.gz.cip
EGAF00001855268      1 231651173    8cb6d82ad831add75610d9248b569bd0     EGAR00001645009/NSCLC/P1010/PD10_ZZM_PTR39-1010.2.clean.fq.gz.cip
EGAF00001864807      1 63437379     ce7b7abfaf10738518cea2702085e9bf     EGAR00001647516/NSCLC/P1120/PD10_ZZM_TTC57-20171120.1.clean.fq.gz.cip
EGAF00001866763      1 304127870    7668832bb86134c862b36e8080275137     EGAR00001642059/NSCLC/P0616P/PD10_ZZM_PTH3-0616P.1.clean.fq.gz.cip
EGAF00001868148      1 121851215    4c8bd55f0016ee9e433b3749654021f1     EGAR00001642556/NSCLC/P1118/Sample_PD10_ZZM_TTH360-1118.2.clean.fq.gz.cip
EGAF00001857104      1 258884203    6ed0b90594a65abb2a891cd0f80af886     EGAR00001649075/NSCLC/P1208/PD10_ZZM_PTH24-20171208.2.clean.fq.gz.cip
EGAF00001851898      1 113215202    baedf3770ea51ec349d7980455eef7f8     EGAR00001647853/NSCLC/P1120/PD10_ZZM_TTR40-20171120.2.clean.fq.gz.cip
EGAF00001853043      1 64650022     fe5182b424dec586d110f0220a2927e6     EGAR00001647146/NSCLC/P1120/PD10_ZZM_PTH66-20171120.1.clean.fq.gz.cip
EGAF00001855012      1 144762853    11e7b4681f2b3462366b07e7ed4bae9e     EGAR00001642886/NSCLC/P0913/PD10_ZZM_PTC3-0913.2.clean.fq.gz.cip
EGAF00001864627      1 69321518     941e4050ed82e7e38e4aca7308ed7d20     EGAR00001646076/NSCLC/P0619/PD10_ZZM_NTC19-0619_S475_L002_R1_001.fastq.gz.cip
EGAF00001891527      1 105154385    63da90992e76525ca486ba9cf1487157     EGAR00001667659/NSCLC/P1202/Sample_PD10_ZZM_NTC56-1202.2.clean.fq.gz.cip
EGAF00001860828      1 72536336     e5dc716805d5bf891b366d69b169d5bc     EGAR00001647236/NSCLC/P1120/PD10_ZZM_PTR65-20171120.2.clean.fq.gz.cip
EGAF00001848633      1 261836535    43475de34385031f9a1c6606827d1152     EGAR00001642095/NSCLC/P0616P/PD10_ZZM_PTH64-0616P.1.clean.fq.gz.cip
EGAF00001866195      1 75264152     19826682e9e7b3c55932948f207cf76f     EGAR00001648015/NSCLC/P1120/PD10_ZZM_TTY43-20171120.1.clean.fq.gz.cip
EGAF00001859596      1 82907919     041a76dff352bd40122b79e475df47c3     EGAR00001647940/NSCLC/P1120/PD10_ZZM_TTY121-20171120.2.clean.fq.gz.cip
EGAF00001894700      1 117919285    af17bef33598a8a303289870ada0e6d6     EGAR00001668916/NSCLC/P0617/Sample_PD10_ZZM_PTH176-0617.1.clean.fq.gz.cip
EGAF00001865411      1 247635175    8754a61615a792b407eada67f03474e3     EGAR00001641803/NSCLC/P0616A/PD10_ZZM_TTR31-0616A.1.clean.fq.gz.cip
EGAF00001899951      1 229040629    94fc628366dd2c41d03c716f14351715     EGAR00001669271/NSCLC/P0616A/PD10_ZZM_PTC39-0616A.2.clean.fq.gz.cip
EGAF00001851272      1 110778194    b601e3281b24b7cdf62ad5a55e44a7ba     EGAR00001642605/NSCLC/P1202/Sample_PD10_ZZM_TTR125-1202.2.clean.fq.gz.cip
EGAF00001854702      1 127551466    bb2b110325f3855389139d916c6b1d23     EGAR00001640495/NSCLC/P0617/Sample_PD10_ZZM_TTC95-0617.2.clean.fq.gz.cip
EGAF00001895342      1 127832030    8cabda6116db16b649f176d58791479e     EGAR00001667977/NSCLC/P1202/Sample_PD10_ZZM_PTH26-1202.1.clean.fq.gz.cip
EGAF00001893150      1 116141988    53fa6d4015fbd51e7dda33abbfb67462     EGAR00001668411/NSCLC/P0617/Sample_PD10_ZZM_NTR163-0617.1.clean.fq.gz.cip
EGAF00001859081      1 123015815    8bd23d44e079aa647158e12a5cd5eaa4     EGAR00001643858/NSCLC/P0913/PD10_ZZM_PTY2-0913.1.clean.fq.gz.cip
EGAF00001863476      1 80107071     65a9f4cc546ae81ab35b373b83a68ba0     EGAR00001647270/NSCLC/P1120/PD10_ZZM_PTY12-20171120.2.clean.fq.gz.cip
EGAF00001892320      1 149096859    b99455aa38df6b70081e582d9bb8e264     EGAR00001667906/NSCLC/P1202/Sample_PD10_ZZM_PTH79-1202.1.clean.fq.gz.cip
EGAF00001855696      1 68220318     f0b3d75cfd840fd6ad190b12d246c373     EGAR00001648371/NSCLC/P0706/PD10_ZZM_PTY71-20170706.2.clean.fq.gz.cip
EGAF00001899935      1 122564507    97ab0d0191e83f79dbcc81a81e0e656b     EGAR00001669023/NSCLC/P0729/Sample_PD10_ZZM_NTC109-0729.2.clean.fq.gz.cip
EGAF00001861902      1 121064459    6ca13290d2235107383cd7b9e558d6ee     EGAR00001645328/NSCLC/P1011/PD10_ZZM_TTC121-1011.2.clean.fq.gz.cip
EGAF00001859871      1 81128667     fd9447248c4b1dda435d99813ea7c751     EGAR00001639602/NSCLC/P0617/Sample_PD10_ZZM_NTS-86-0617.1.clean.fq.gz.cip
EGAF00001864192      1 126881811    55ceca342e11a91d09ea8285575a414f     EGAR00001642513/NSCLC/P1118/Sample_PD10_ZZM_TTH311-1118.2.clean.fq.gz.cip
EGAF00001902043      1 165405126    88d41f74e98b0d3352dc84b77fdf1139     EGAR00001667872/NSCLC/P1202/Sample_PD10_ZZM_PTH43-1202.2.clean.fq.gz.cip
EGAF00001850508      1 108929473    cbf3b44358f51d75c9d25b79cb37140a     EGAR00001646871/NSCLC/P0619/PD10_ZZM_TTY25-0619_S470_L002_R2_001.fastq.gz.cip
EGAF00001890844      1 136930396    e1409fdb5c824c47cbbe6db52a4d1a5e     EGAR00001668356/NSCLC/P1202/Sample_PD10_ZZM_PTY157-1202.1.clean.fq.gz.cip
EGAF00001859226      1 143005570    b9cdab5793bb6a888c171b491116d3f8     EGAR00001645055/NSCLC/P1010/PD10_ZZM_PTR65-1010.2.clean.fq.gz.cip
EGAF00001852201      1 54686752     c0fb0c00ca4284dfc02259c5f7d69148     EGAR00001640225/NSCLC/P0617/Sample_PD10_ZZM_PTC88-0617.1.clean.fq.gz.cip
EGAF00001860693      1 74332606     45f137e082d14e591bbda8632dc8523b     EGAR00001646269/NSCLC/P0619/PD10_ZZM_NTR72-0619_S582_L002_R1_001.fastq.gz.cip
EGAF00001891682      1 129820857    9a3e4fdb8b6f4cf3e7d4711fb9261ae7     EGAR00001668862/NSCLC/P0617/Sample_PD10_ZZM_NTH149-0617.1.clean.fq.gz.cip
EGAF00001860522      1 176199754    70f244ceab3c173953e489eb0d6c5f99     EGAR00001644833/NSCLC/P1011/PD10_ZZM_PTC89-1011.2.clean.fq.gz.cip
EGAF00001867958      1 146260604    81e83d237d7021cff48db9da8785edf4     EGAR00001641111/NSCLC/P1118/Sample_PD10_ZZM_PTH139-1118.2.clean.fq.gz.cip
EGAF00001857891      1 114983054    c55794dd8be271c0b1016319a082c912     EGAR00001644808/NSCLC/P1010/PD10_ZZM_PTC72-1010.1.clean.fq.gz.cip
EGAF00001853889      1 144960190    7a4de33108762ee9b3446f70517ea941     EGAR00001644039/NSCLC/P1011/PD10_ZZM_TTC284-1011.1.clean.fq.gz.cip
EGAF00001850896      1 110047661    11959bdbc971efbc0c65159a4dec2fbf     EGAR00001639731/NSCLC/P0729/Sample_PD10_ZZM_NTC25-0729.2.clean.fq.gz.cip
EGAF00001863408      1 91334560     c2e8fe4f826fd6681b11c87258d61cd9     EGAR00001646786/NSCLC/P0619/PD10_ZZM_TTY103-0619_S257_L001_R2_001.fastq.gz.cip
EGAF00001854502      1 221810616    877e40312d1ba3e1b5087a8f13f87c81     EGAR00001649047/NSCLC/P1219/PD10_ZZM_NTY48-20171219.2.clean.fq.gz.cip
EGAF00001861610      1 324820097    d49405f63eaf81e24e2232a87457e819     EGAR00001642962/NSCLC/P0616A/PD10_ZZM_PTH103-0616A.2.clean.fq.gz.cip
EGAF00001864821      1 63447429     f378af94142cf9432f78c1271cb5dc5b     EGAR00001647523/NSCLC/P1120/PD10_ZZM_TTC63-20171120.1.clean.fq.gz.cip
EGAF00001866692      1 314882345    f7952a72265865e984c95db5ee6bf621     EGAR00001641573/NSCLC/P0616A/PD10_ZZM_TTC6-0616A.2.clean.fq.gz.cip
EGAF00001866098      1 67010952     908af4bfd79586b01bfb4dc7a5726455     EGAR00001647291/NSCLC/P1120/PD10_ZZM_PTY3-20171120.2.clean.fq.gz.cip
EGAF00001848482      1 123101298    eacbb00c9656d3202a3f03cacbe7b8f4     EGAR00001640908/NSCLC/P1118/Sample_PD10_ZZM_PTH294-1118.2.clean.fq.gz.cip
EGAF00001865137      1 125962867    8514902bdb2a65a1b7e6cad3fc662e41     EGAR00001639655/NSCLC/P0617/Sample_PD10_ZZM_PTC20-0617.1.clean.fq.gz.cip
EGAF00001863863      1 78797342     8a2f415a1f42326973d862cdaee5631d     EGAR00001639888/NSCLC/P0729/Sample_PD10_ZZM_PTC52-0729.1.clean.fq.gz.cip
EGAF00001851555      1 120084146    5095e029df34889786d88fd9fe05be76     EGAR00001645207/NSCLC/P1011/PD10_ZZM_PTY55-1011.1.clean.fq.gz.cip
