EGA python client version 3.0.21

Authentication success for user 'mail@gregor-sturm.de'
File ID         Status Bytes        Check sum                            File name
EGAF00001607108      1 134378017    49995f149de23bc69217fd4290933cbb     EGAR00001548849/SCS/P0322/Sample_PD10_ZZM_PTR17-0322.2.clean.fq.gz.cip
EGAF00001603741      1 262084783    f632e41520caa0ae06e8a1fd4ef8312c     EGAR00001550312/SCS/P0407/PD10_ZZM_TTR148-0407.1.clean.fq.gz.cip
EGAF00001606496      1 344076970    2d22eb5e4d6b3e4a760f437aab9da3ce     EGAR00001550387/SCS/P0407/PD10_ZZM_TTR225-0407.2.clean.fq.gz.cip
EGAF00001610074      1 127554875    66ba944968d84fd2362b71f2567550a2     EGAR00001549137/SCS/P0322/Sample_PD10_ZZM_TTH143-0322.2.clean.fq.gz.cip
EGAF00001608009      1 244025128    842d4e99f89b8ab12c552f79f7d0dc1e     EGAR00001549978/SCS/P0407/PD10_ZZM_PTR95-0407.1.clean.fq.gz.cip
EGAF00001603618      1 278483378    d57268abb9f56f39219757f870587bcc     EGAR00001549768/SCS/P0407/PD10_ZZM_PTC77-0407.2.clean.fq.gz.cip
EGAF00001604325      1 230842121    79c1b1ed465a8c76e8df047b49511359     EGAR00001550023/SCS/P0407/PD10_ZZM_TTC164-0407.1.clean.fq.gz.cip
EGAF00001603687      1 287701666    8d70b5a0139f73aa9125c4d53b782155     EGAR00001550142/SCS/P0407/PD10_ZZM_TTH110-0407.1.clean.fq.gz.cip
EGAF00001605419      1 241155457    8b5242a96825e444b06dc0beae4e9e82     EGAR00001549579/SCS/P0407/PD10_ZZM_NTH186-0407.1.clean.fq.gz.cip
EGAF00001617603      1 249713186    78bcd607ec838d88921114b409c9d6d5     EGAR00001552667/SCS/P1116/PD10_ZZM_TTR70-1116.1.clean.fq.gz.cip
EGAF00001606595      1 84752843     ca6e578549d04ebc2c5b98e0b968c0c1     EGAR00001551765/SCS/P0508/Sample_PD10_ZZM_TTS1-79-0508.1.clean.fq.gz.cip
EGAF00001603946      1 120573559    fc2922f3767134cd6a087c4819ffc2b2     EGAR00001548644/SCS/P0322/Sample_PD10_ZZM_PTC149-0322.2.clean.fq.gz.cip
EGAF00001618756      1 343295824    e303115547a83d7c71d0ef0a7d08c4c8     EGAR00001552690/SCS/P1116/PD10_ZZM_TTR91-1116.2.clean.fq.gz.cip
EGAF00001603904      1 102244530    39d6a19dec9af5df18c106e912935592     EGAR00001551599/SCS/P0508/Sample_PD10_ZZM_TTH191-0508.2.clean.fq.gz.cip
EGAF00001609292      1 136947609    c849880bde98fcdf3e501f9e95609399     EGAR00001550621/SCS/P0508/Sample_PD10_ZZM_JTS-46-0508.2.clean.fq.gz.cip
EGAF00001610659      1 324067038    90b04e80929e016f146888e281faf3f8     EGAR00001552175/SCS/P1116/PD10_ZZM_PTH37-1116.1.clean.fq.gz.cip
EGAF00001606922      1 266924883    06168ea503b50d1ba79044ce29750598     EGAR00001551868/SCS/P1116/PD10_ZZM_NTC181-1116.2.clean.fq.gz.cip
EGAF00001607825      1 156482539    e90e82eb7d526223036867fb5e8e796a     EGAR00001550915/SCS/P0508/Sample_PD10_ZZM_PTC1-6-0508.1.clean.fq.gz.cip
EGAF00001609929      1 114317128    7008992165788e3477f3b53efb4ad0b0     EGAR00001551685/SCS/P0508/Sample_PD10_ZZM_TTR178-0508.1.clean.fq.gz.cip
EGAF00001604419      1 107571948    7174002b5dc4a97fa5bce95e9d1c296b     EGAR00001550501/SCS/P0508/Sample_PD10_ZZM_JTH-14-0508.1.clean.fq.gz.cip
EGAF00001607251      1 148374484    6fad7fb32dafa766118c8f7014eb4f29     EGAR00001550242/SCS/P0407/PD10_ZZM_TTH75-0407.1.clean.fq.gz.cip
EGAF00001609656      1 114277299    83ec619eb547b7016b7f81fa2b9648fb     EGAR00001549125/SCS/P0322/Sample_PD10_ZZM_TTH127-0322.2.clean.fq.gz.cip
EGAF00001610474      1 106822933    8b8c2e7dfaa4495f333de8d9a087167a     EGAR00001549148/SCS/P0322/Sample_PD10_ZZM_TTH159-0322.2.clean.fq.gz.cip
EGAF00001602517      1 104832271    b724e9bc45547264632f49fd541063f7     EGAR00001548456/SCS/P0322/Sample_PD10_ZZM_NTC178-0322.1.clean.fq.gz.cip
EGAF00001620444      1 358420924    c897c3c1f0f5ce3d3ad50c0ae33f039f     EGAR00001552492/SCS/P1116/PD10_ZZM_TTH31-1116.2.clean.fq.gz.cip
EGAF00001605486      1 308255484    5b744b816e8498a69cfb043b4780d9e3     EGAR00001549797/SCS/P0407/PD10_ZZM_PTH105-0407.2.clean.fq.gz.cip
EGAF00001602632      1 102163144    2920c3be4c5950bda22ec1e0a515f6a4     EGAR00001548540/SCS/P0322/Sample_PD10_ZZM_NTH153-0322.2.clean.fq.gz.cip
EGAF00001603705      1 281019097    83fa1e360d1b0660e0be8c8d86c8d920     EGAR00001550151/SCS/P0407/PD10_ZZM_TTH118-0407.1.clean.fq.gz.cip
EGAF00001604919      1 219112621    2ab934364466e8bc4aa32cf00b069d0b     EGAR00001550031/SCS/P0407/PD10_ZZM_TTC171-0407.1.clean.fq.gz.cip
EGAF00001603789      1 141673417    1f8d7fb3f5c1ae1bacd50ca26ae7e0c6     EGAR00001550664/SCS/P0508/Sample_PD10_ZZM_JTS-88-0508.1.clean.fq.gz.cip
EGAF00001606643      1 213538045    bbf9271cbeb13f345a58642809d4eb26     EGAR00001551817/SCS/P1116/PD10_ZZM_NTC127-1116.1.clean.fq.gz.cip
EGAF00001608171      1 83286724     e3397fd16d8ab894871ea00ddcdf0709     EGAR00001550931/SCS/P0508/Sample_PD10_ZZM_PTC2-17-0508.1.clean.fq.gz.cip
EGAF00001604346      1 279358839    41414ce8a4c2854dc689494dda7c1c86     EGAR00001550162/SCS/P0407/PD10_ZZM_TTH129-0407.2.clean.fq.gz.cip
EGAF00001619323      1 267795396    6b141ca190503e91ca352dc4cc4c38d8     EGAR00001552473/SCS/P1116/PD10_ZZM_TTH12-1116.1.clean.fq.gz.cip
EGAF00001607794      1 114182862    b79ff0c37f323de948a1b8a71d9f2701     EGAR00001550757/SCS/P0508/Sample_PD10_ZZM_NTC27-0508.2.clean.fq.gz.cip
EGAF00001607656      1 81498510     d4712f520a80dfb038f46d698cde2f0b     EGAR00001550407/SCS/P0508/Sample_PD10_ZZM_JTC-11-0508.2.clean.fq.gz.cip
EGAF00001607015      1 97777243     d0a36c09b197b36b908b669970a00c71     EGAR00001550774/SCS/P0508/Sample_PD10_ZZM_NTC40-0508.1.clean.fq.gz.cip
EGAF00001603952      1 121155765    65a15cc4802578d56ed1d1109a9d7aba     EGAR00001548647/SCS/P0322/Sample_PD10_ZZM_PTC152-0322.2.clean.fq.gz.cip
EGAF00001604610      1 107025801    45499ef2e856cabe246f95fb5c2bde39     EGAR00001548730/SCS/P0322/Sample_PD10_ZZM_PTH110-0322.2.clean.fq.gz.cip
EGAF00001605852      1 288693085    c2f1b7a485e490d6dd8eaf5d2b783457     EGAR00001549589/SCS/P0407/PD10_ZZM_NTH196-0407.2.clean.fq.gz.cip
EGAF00001605449      1 261273543    8a4fdc44932af6fccc6580b847b70102     EGAR00001549674/SCS/P0407/PD10_ZZM_NTR84-0407.1.clean.fq.gz.cip
EGAF00001608706      1 141692563    1a589016d0b1a00e1c695077afb397d7     EGAR00001551237/SCS/P0508/Sample_PD10_ZZM_PTS3-78-0508.2.clean.fq.gz.cip
EGAF00001609477      1 70830344     ce7be0eafc0feb7e4b3071bf6fc677df     EGAR00001551536/SCS/P0508/Sample_PD10_ZZM_TTH1-60-0508.1.clean.fq.gz.cip
EGAF00001604856      1 348005056    cb239cebcdb9f65a74d76dd6fa35078f     EGAR00001549654/SCS/P0407/PD10_ZZM_NTR65-0407.2.clean.fq.gz.cip
EGAF00001606788      1 359351459    fa47ac6f906cfc1b21eeeac745674157     EGAR00001549621/SCS/P0407/PD10_ZZM_NTR33-0407.2.clean.fq.gz.cip
EGAF00001621587      1 92916740     4bb8862413817c1295f2c65c19c901b4     EGAR00001552763/SCS/P1202t/Sample_PD10_ZZM_TTC39-1202.1.clean.fq.gz.cip
EGAF00001601897      1 48716425     f2e8834d06068f1f27541cbbddc237ff     EGAR00001548127/SCS/P0205/Sample_PD10_ZZM_TTC15-0205.1.clean.fq.gz.cip
EGAF00001618723      1 359144008    084a46edf24ed3d7fbcd8a2c0ca677f0     EGAR00001552449/SCS/P1116/PD10_ZZM_TTC79-1116.1.clean.fq.gz.cip
EGAF00001603225      1 135571739    9e500b42019493621f62e29d37da5035     EGAR00001548082/SCS/P0205/Sample_PD10_ZZM_PTS95-0205.1.clean.fq.gz.cip
EGAF00001602817      1 115488697    402538d7ae30a6020b09c2118ab0daf7     EGAR00001548330/SCS/P0205/Sample_PD10_ZZM_TTS56-0205.1.clean.fq.gz.cip
EGAF00001608699      1 104071628    673a218749f97a24a0845030ff30f8b3     EGAR00001551234/SCS/P0508/Sample_PD10_ZZM_PTS3-75-0508.1.clean.fq.gz.cip
EGAF00001607104      1 122872143    6ac3bb8ecf2890769328578936ada2e2     EGAR00001548847/SCS/P0322/Sample_PD10_ZZM_PTR15-0322.2.clean.fq.gz.cip
EGAF00001601980      1 99376954     e3d04586b3dbd6fd39cea04c9bcabfe3     EGAR00001548177/SCS/P0205/Sample_PD10_ZZM_TTC76-0205.2.clean.fq.gz.cip
EGAF00001608178      1 121149000    a0afb9d07e2aa7adbb1c74fd391fbc4a     EGAR00001550934/SCS/P0508/Sample_PD10_ZZM_PTC22-0508.2.clean.fq.gz.cip
EGAF00001609028      1 111712777    5f44ee190520cfc298020a47c351686e     EGAR00001551242/SCS/P0508/Sample_PD10_ZZM_PTS3-83-0508.2.clean.fq.gz.cip
EGAF00001619910      1 41519322     b86530c230083577b313eeb640b90214     EGAR00001552715/SCS/P1202t/Sample_PD10_ZZM_PTC38-1202.2.clean.fq.gz.cip
EGAF00001602537      1 90758180     672f12e1da3d82f51a095634f881a057     EGAR00001548479/SCS/P0322/Sample_PD10_ZZM_NTC5-0322.1.clean.fq.gz.cip
EGAF00001604397      1 229999766    1e19d6a3b8e2030830cb86bda627a8ed     EGAR00001550490/SCS/P0508/Sample_PD10_ZZM_JTC-9-0508.1.clean.fq.gz.cip
EGAF00001607365      1 94042113     20cb594f4f48a290427a0ca9fc5957d6     EGAR00001550818/SCS/P0508/Sample_PD10_ZZM_NTH2-2-0508.1.clean.fq.gz.cip
EGAF00001602816      1 125800864    4459e16dad4a71e9e21bebec764c9d80     EGAR00001548329/SCS/P0205/Sample_PD10_ZZM_TTS55-0205.2.clean.fq.gz.cip
EGAF00001615225      1 293110249    9e223c6baf3da490392ff053aad0f243     EGAR00001552355/SCS/P1116/PD10_ZZM_TTC120-1116.1.clean.fq.gz.cip
EGAF00001610097      1 126727592    79d62f0708907bd7c967a9da2065651a     EGAR00001550651/SCS/P0508/Sample_PD10_ZZM_JTS-74-0508.1.clean.fq.gz.cip
EGAF00001608083      1 156940857    20a172d1a05ee3ccf9988a690620f442     EGAR00001550590/SCS/P0508/Sample_PD10_ZZM_JTS-17-0508.1.clean.fq.gz.cip
EGAF00001609963      1 133772225    4dfb0e83687034d160441ce5d2de6fbc     EGAR00001551702/SCS/P0508/Sample_PD10_ZZM_TTS1-11-0508.1.clean.fq.gz.cip
EGAF00001604207      1 244734554    134f1156b95cd63162acbfe7b05094e4     EGAR00001549464/SCS/P0407/PD10_ZZM_NTC66-0407.1.clean.fq.gz.cip
EGAF00001607996      1 370793017    01d3f2ed14669d04c5c80865697c4372     EGAR00001549971/SCS/P0407/PD10_ZZM_PTR88-0407.2.clean.fq.gz.cip
EGAF00001602167      1 85549650     c5762afa5a7acf13f125a1a8fd671440     EGAR00001548286/SCS/P0205/Sample_PD10_ZZM_TTS139-0205.1.clean.fq.gz.cip
EGAF00001618186      1 290319515    85e5d66234a003de4261700288c12c27     EGAR00001552681/SCS/P1116/PD10_ZZM_TTR82-1116.2.clean.fq.gz.cip
EGAF00001606949      1 357563207    a00bc6d7ae80fd066c6487d7c7ff87ae     EGAR00001551911/SCS/P1116/PD10_ZZM_NTH41-1116.1.clean.fq.gz.cip
EGAF00001610628      1 315917246    a0169717f9f0512e5b7f87a2454bf785     EGAR00001552025/SCS/P1116/PD10_ZZM_NTR67-1116.2.clean.fq.gz.cip
EGAF00001605390      1 274987152    5abe830716b7dea6fa0fe7e62480b354     EGAR00001549489/SCS/P0407/PD10_ZZM_NTC90-0407.2.clean.fq.gz.cip
EGAF00001613491      1 357360148    cca06a52a82a69d229b509ab1f4047f0     EGAR00001552316/SCS/P1116/PD10_ZZM_PTR8-1116.1.clean.fq.gz.cip
EGAF00001618316      1 127496128    db82d1772fedc238a0679eb00658c7ee     EGAR00001553802/SCS/P1202t/Sample_PD10_ZZM_TTS24-1202.2.clean.fq.gz.cip
EGAF00001619349      1 136991153    07f2527b5587b5d663809fd9343db608     EGAR00001552711/SCS/P1202t/Sample_PD10_ZZM_PTC22-1202.1.clean.fq.gz.cip
EGAF00001607698      1 112999343    0f81fce927aa2616ee298342112a4530     EGAR00001550833/SCS/P0508/Sample_PD10_ZZM_NTH2-36-0508.2.clean.fq.gz.cip
EGAF00001603837      1 120337394    cdd3cc5c2731e7d14c2ae4c34eb7ce97     EGAR00001551426/SCS/P0508/Sample_PD10_ZZM_TTC85-0508.1.clean.fq.gz.cip
EGAF00001605953      1 164012573    d1fcdcbce876ddc030d461ebd273514f     EGAR00001549930/SCS/P0407/PD10_ZZM_PTR44-0407.1.clean.fq.gz.cip
EGAF00001603846      1 83718096     db42dc808567a29a469afed8beebfdf6     EGAR00001551430/SCS/P0508/Sample_PD10_ZZM_TTC90-0508.2.clean.fq.gz.cip
EGAF00001621035      1 118255476    6db93dbd76c3fe255238a8a7ff1f27e4     EGAR00001552749/SCS/P1202t/Sample_PD10_ZZM_TTC20-1202.1.clean.fq.gz.cip
EGAF00001603393      1 166191938    7da3f81f6f5e77b3dca83de2690ecdcf     EGAR00001548267/SCS/P0205/Sample_PD10_ZZM_TTS119-0205.1.clean.fq.gz.cip
EGAF00001604924      1 276248370    8abe93a054941bd37850ed7176300c7b     EGAR00001550033/SCS/P0407/PD10_ZZM_TTC173-0407.2.clean.fq.gz.cip
EGAF00001610157      1 150037613    5fa3303dfae7e9ba94205cf70f61cb38     EGAR00001551363/SCS/P0508/Sample_PD10_ZZM_TTC2-88-0508.1.clean.fq.gz.cip
EGAF00001610442      1 311128896    3b9068f5f48d5dd2c883e5d3afd47168     EGAR00001552003/SCS/P1116/PD10_ZZM_NTR40-1116.2.clean.fq.gz.cip
EGAF00001603951      1 110283205    9f12db819d69a4e8320f5c1f8c6bfe88     EGAR00001548647/SCS/P0322/Sample_PD10_ZZM_PTC152-0322.1.clean.fq.gz.cip
EGAF00001602708      1 122346262    6744b36e7daa14363f426dbf845288c1     EGAR00001548274/SCS/P0205/Sample_PD10_ZZM_TTS125-0205.2.clean.fq.gz.cip
EGAF00001603045      1 117303793    c2a226ae554cb1d9e1ad70bd30123989     EGAR00001548163/SCS/P0205/Sample_PD10_ZZM_TTC57-0205.1.clean.fq.gz.cip
EGAF00001602590      1 128020996    8d897b7a791fd7f9f8531985fda5ca60     EGAR00001548505/SCS/P0322/Sample_PD10_ZZM_NTH119-0322.2.clean.fq.gz.cip
EGAF00001605705      1 116202221    73a8297b923325893722e4a172fd519a     EGAR00001548629/SCS/P0322/Sample_PD10_ZZM_PTC134-0322.1.clean.fq.gz.cip
EGAF00001610000      1 270633020    3765207b4215045428abd75c028046e7     EGAR00001551804/SCS/P1116/PD10_ZZM_NTC113-1116.2.clean.fq.gz.cip
EGAF00001618139      1 229498992    d087a6f3915ca5b7778139ae222e17db     EGAR00001552433/SCS/P1116/PD10_ZZM_TTC64-1116.1.clean.fq.gz.cip
EGAF00001608552      1 104362225    413e3d68563b73a470907e760b05bb45     EGAR00001551020/SCS/P0508/Sample_PD10_ZZM_PTC31-0508.2.clean.fq.gz.cip
EGAF00001608970      1 119907430    1516d54598d8dd4a080cbe2d8db6815c     EGAR00001551157/SCS/P0508/Sample_PD10_ZZM_PTS1-5-0508.2.clean.fq.gz.cip
EGAF00001605204      1 89399829     8028ebad95b5a6e9093f4363d177c654     EGAR00001548808/SCS/P0322/Sample_PD10_ZZM_PTH35-0322.2.clean.fq.gz.cip
EGAF00001605877      1 327969773    978fcc9f65442c19a4210e22e487c143     EGAR00001549682/SCS/P0407/PD10_ZZM_NTR91-0407.1.clean.fq.gz.cip
EGAF00001602145      1 78443467     28c43de21b43bb86440f6b15df5dd4e6     EGAR00001547790/SCS/P0205/Sample_PD10_ZZM_PTC133-0205.1.clean.fq.gz.cip
EGAF00001605527      1 310753684    ea6bb7afb75bb800befd5167fcea427f     EGAR00001550187/SCS/P0407/PD10_ZZM_TTH152-0407.1.clean.fq.gz.cip
EGAF00001605714      1 115384789    fb6580968adc0f51ddcdfb9aeadaca97     EGAR00001548633/SCS/P0322/Sample_PD10_ZZM_PTC138-0322.2.clean.fq.gz.cip
EGAF00001606355      1 222270368    63dbf5731bb4db6b069e4b9663a9a676     EGAR00001549820/SCS/P0407/PD10_ZZM_PTH3-0407.1.clean.fq.gz.cip
EGAF00001608918      1 123895830    9041a97a9a3d3409bf5b1eda00a0b018     EGAR00001551033/SCS/P0508/Sample_PD10_ZZM_PTH11-0508.2.clean.fq.gz.cip
EGAF00001609844      1 145487679    262377c03edf1cd8902d1a583319ac72     EGAR00001551557/SCS/P0508/Sample_PD10_ZZM_TTH1-7-0508.2.clean.fq.gz.cip
EGAF00001604427      1 114031529    9fffb0e47f407883f6ed2f35391ba83a     EGAR00001551719/SCS/P0508/Sample_PD10_ZZM_TTS1-30-0508.1.clean.fq.gz.cip
EGAF00001605203      1 85223948     bd2494fd90a1d0d5648cae624b030e10     EGAR00001548808/SCS/P0322/Sample_PD10_ZZM_PTH35-0322.1.clean.fq.gz.cip
EGAF00001606021      1 251118779    ea8f49e5730c3c7e0f42d660ff6a7ca8     EGAR00001550362/SCS/P0407/PD10_ZZM_TTR200-0407.1.clean.fq.gz.cip
EGAF00001605655      1 224204797    c43881c4cd815d196de9b0dc1da8a048     EGAR00001552226/SCS/P1116/PD10_ZZM_PTH86-1116.1.clean.fq.gz.cip
EGAF00001606653      1 249863092    afc3d2805d09086adf95caefa9b7c9a0     EGAR00001551822/SCS/P1116/PD10_ZZM_NTC132-1116.1.clean.fq.gz.cip
EGAF00001610150      1 117626812    3dab295816b2aa6e1fb34e498a1f3254     EGAR00001551359/SCS/P0508/Sample_PD10_ZZM_TTC2-83-0508.2.clean.fq.gz.cip
EGAF00001610652      1 342212103    838079c19bf17a6221c4ebc1e10ec98d     EGAR00001552171/SCS/P1116/PD10_ZZM_PTH33-1116.2.clean.fq.gz.cip
EGAF00001609575      1 101394239    d0c4238c85fa3b824f8c9fe070d49773     EGAR00001551642/SCS/P0508/Sample_PD10_ZZM_TTR134-0508.1.clean.fq.gz.cip
EGAF00001607805      1 149963027    e209cea471724ff01b67cee71743cd2b     EGAR00001550763/SCS/P0508/Sample_PD10_ZZM_NTC2-95-0508.1.clean.fq.gz.cip
EGAF00001621576      1 97466402     f67b753fd3c68a9ca74ceb5574f5128a     EGAR00001552757/SCS/P1202t/Sample_PD10_ZZM_TTC32-1202.2.clean.fq.gz.cip
EGAF00001607898      1 108616983    9b8797e7438619ed74cdf5ebfb04852b     EGAR00001551000/SCS/P0508/Sample_PD10_ZZM_PTC28-0508.2.clean.fq.gz.cip
EGAF00001619328      1 91782203     88b525c6b1eea6437849432eedcbf0dc     EGAR00001552700/SCS/P1202t/Sample_PD10_ZZM_PTC10-1202.2.clean.fq.gz.cip
EGAF00001610373      1 317927416    3e4fb159b8e825c5aa42de618b2b0047     EGAR00001551969/SCS/P1116/PD10_ZZM_NTH95-1116.1.clean.fq.gz.cip
EGAF00001603781      1 115575925    d0038d3f55e5a2360f918e0632a72677     EGAR00001550660/SCS/P0508/Sample_PD10_ZZM_JTS-83-0508.1.clean.fq.gz.cip
EGAF00001607640      1 191279934    16c7c6bf632f98d80e068bd5aaf4213e     EGAR00001550249/SCS/P0407/PD10_ZZM_TTH83-0407.2.clean.fq.gz.cip
EGAF00001610034      1 104611350    8f3f93d9400f36e249fa0ca6122f8087     EGAR00001549103/SCS/P0322/Sample_PD10_ZZM_TTH100-0322.2.clean.fq.gz.cip
EGAF00001610759      1 281558104    18369aabc10989b5459a940d31f4af43     EGAR00001552285/SCS/P1116/PD10_ZZM_PTR53-1116.1.clean.fq.gz.cip
EGAF00001606737      1 273079064    f167f0fe409f23bae20aeff8ee677e1e     EGAR00001549531/SCS/P0407/PD10_ZZM_NTH134-0407.1.clean.fq.gz.cip
EGAF00001608151      1 102772577    b58b16486772d8259d77d2f46f17fb5f     EGAR00001550893/SCS/P0508/Sample_PD10_ZZM_NTH2-96-0508.1.clean.fq.gz.cip
EGAF00001603563      1 281232139    978a925725b52e7a754ea99557e4260a     EGAR00001549452/SCS/P0407/PD10_ZZM_NTC53-0407.1.clean.fq.gz.cip
EGAF00001608342      1 105654448    c778ff1044d7d5a436c46e6dffc142ce     EGAR00001548943/SCS/P0322/Sample_PD10_ZZM_TTC105-0322.2.clean.fq.gz.cip
